,Accepted_binomial,Family,Genus,Species,Clade,Lifeform,Pollination,Fruit_type,Seed_mass,Dormancy,Ecological_breadth,Conservation,Restoration,Reported_uses,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,GermData_availability,NTestTemp,a,b,c,Topt,Logit.Max,Model.Max,Topt.upp,Topt.low,Tmax,Tmin,Tbreadth,Toptbreadth,SEmax,SEmin,SEopt.upp,SEopt.low,SEopt,SEbreadth,SEoptbreadth,Tmean_count,Model_concavity,Tail_drop,GermData_quality
1161,Rosa sempervirens,Rosaceae,Rosa,sempervirens,Fabids,perennial,Biotic,fleshy,12.07533333,PD,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,Rosa serafinii,Rosaceae,Rosa,serafinii,Fabids,perennial,Biotic,fleshy,7.4984,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,Rostraria cristata,Poaceae,Rostraria,cristata,Commelinid-monocots,annual,Abiotic,dry_indehiscent,0.264722222,NoInfo,3,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.020859333,-0.980294521,13.25822159,23.49774389,1.740866792,0.850797131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0
1164,Rubia laurae,Rubiaceae,Rubia,laurae,Lamiids,perennial,Biotic,dry_dehiscent,20.25888809,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,Rubia peregrina,Rubiaceae,Rubia,peregrina,Lamiids,perennial,Biotic,fleshy,23.69528333,PD,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,Rubus caesius,Rosaceae,Rubus,caesius,Fabids,perennial,Biotic,fleshy,3.628308825,PD,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,Rubus creticus,Rosaceae,Rubus,creticus,Fabids,perennial,Biotic,fleshy,2.470923077,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1168,Rubus fruticosus,Rosaceae,Rubus,fruticosus,Fabids,perennial,Biotic,fleshy,2.5575,PD,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1169,Rubus idaeus,Rosaceae,Rubus,idaeus,Fabids,perennial,Biotic,fleshy,1.717558997,PD,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,-0.006688483,0.339787441,-3.483480538,25.40093416,0.831978669,0.696773146,30.29270863,20.50915969,49.16256203,1.639306286,47.52325575,9.783548936,21.06335873,8.778105747,16.36934092,16.20731857,8.484458171,27.44988745,27.80864745,7,1,1,1
1170,Rubus ulmifolius,Rosaceae,Rubus,ulmifolius,Fabids,perennial,Biotic,fleshy,3.767806781,PD,11,0,0,1,0,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,Rumex acetosa,Polygonaceae,Rumex,acetosa,Caryophyllales,perennial,Biotic,dry_indehiscent,0.827148148,PD,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,-0.034219837,1.113158036,-6.280843668,16.26480646,2.771806337,0.94113314,20.58517183,11.94444108,29.1893872,3.340225713,25.84916149,8.64073075,2.115224169,2.022706772,2.74585884,2.678180293,0.667494717,3.917758945,5.257621526,11,1,0,0
1172,Rumex acetosella,Polygonaceae,Rumex,acetosella,Caryophyllales,perennial,Biotic,dry_indehiscent,0.441827838,PD,9,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.009207468,0.310458356,-3.031142177,16.85905162,-0.414125449,0.39792333,19.87597754,13.8421257,33.43647617,0.28162707,33.1548491,6.033851838,7.479676998,6.149862295,22.65556011,23.0084942,2.329491419,12.87736881,45.42713173,7,1,1,1
1173,Rumex bucephalophorus,Polygonaceae,Rumex,bucephalophorus,Caryophyllales,annual,Abiotic,dry_indehiscent,1.277333333,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,Rumex conglomeratus,Polygonaceae,Rumex,conglomeratus,Caryophyllales,perennial,Biotic,dry_indehiscent,1.21788125,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,Rumex crispus,Polygonaceae,Rumex,crispus,Caryophyllales,perennial,Biotic,dry_indehiscent,1.942285185,PD,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0.172052243,-6.646343536,63.86381139,19.31489938,-0.32291693,0.419965035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,0
1176,Rumex maderensis,Polygonaceae,Rumex,maderensis,Caryophyllales,perennial,Biotic,dry_indehiscent,2.192839263,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,Rumex pulcher,Polygonaceae,Rumex,pulcher,Caryophyllales,perennial,Biotic,dry_indehiscent,2.655332132,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.004008328,0.080662997,1.270346286,10.06192514,1.676158806,0.842395223,18.54047504,1.583375245,44.01408788,-23.8902376,67.90432548,16.95709979,12.44787018,29.70289738,3.377730246,15.61668325,9.038492871,41.80485326,13.55737073,4,1,0,0
1178,Rumex suffruticosus,Polygonaceae,Rumex,suffruticosus,Caryophyllales,perennial,Biotic,dry_indehiscent,1.1488,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.006642429,0.279683672,-4.774487809,21.05281692,-1.830423241,0.138187861,24.04016314,18.0654707,34.00318797,8.102445876,25.90074209,5.974692442,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
1179,Ruscus aculeatus,Asparagaceae,Ruscus,aculeatus,Monocots,perennial,Biotic,fleshy,197.3356667,M(P)D,6,1,0,1,0,1,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1180,Ruta chalepensis,Rutaceae,Ruta,chalepensis,Malvids,perennial,Biotic,dry_dehiscent,1.341142857,PD,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1181,Ruta corsica,Rutaceae,Ruta,corsica,Malvids,perennial,Biotic,dry_dehiscent,0.762,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,Ruta graveolens,Rutaceae,Ruta,graveolens,Malvids,perennial,Biotic,dry_dehiscent,1.979166667,PD,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,Sabulina attica,Caryophyllaceae,Sabulina,attica,Caryophyllales,perennial,Biotic,dry_dehiscent,0.221059021,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1184,Sabulina juniperina,Caryophyllaceae,Sabulina,juniperina,Caryophyllales,perennial,Biotic,dry_dehiscent,0.258333333,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,Sabulina tenuifolia,Caryophyllaceae,Sabulina,tenuifolia,Caryophyllales,annual,Biotic,dry_dehiscent,0.102211111,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,Sabulina verna,Caryophyllaceae,Sabulina,verna,Caryophyllales,perennial,Biotic,dry_dehiscent,0.0806,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.011394026,0.212909081,2.868199318,9.343013408,3.862805519,0.979423319,19.89703157,-1.211004757,33.78559455,-15.09956774,48.88516229,21.10803633,5.968831412,10.82767509,8.813059758,9.356639793,3.504483767,16.01890654,16.77223405,5,1,1,1
1187,Sagina merinoi,Caryophyllaceae,Sagina,merinoi,Caryophyllales,perennial,Biotic,dry_dehiscent,0.033049835,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,Sagina pilifera,Caryophyllaceae,Sagina,pilifera,Caryophyllales,perennial,Biotic,dry_dehiscent,0.033049835,NoInfo,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,Salix alba,Salicaceae,Salix,alba,Fabids,woody,Biotic,dry_dehiscent,0.1225,ND,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,Salix cinerea,Salicaceae,Salix,cinerea,Fabids,woody,Biotic,dry_dehiscent,0.074666667,ND,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,Salix euxina,Salicaceae,Salix,euxina,Fabids,woody,Biotic,fleshy,0.140291269,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,Salix pedicellata,Salicaceae,Salix,pedicellata,Fabids,woody,Biotic,fleshy,0.954948519,ND,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,Salsola kali,Amaranthaceae,Salsola,kali,Caryophyllales,annual,Abiotic,dry_indehiscent,2.756513043,NoInfo,4,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.038533577,0.708643944,-20.3537323,-9.195148788,-23.61177555,5.56590987728867e-11,NA,NA,-32.35429765,13.96400008,-46.31829773,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0
1194,Salvia dorystaechas,Lamiaceae,Salvia,dorystaechas,Lamiids,perennial,Biotic,dry_dehiscent,0.878,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1195,Salvia frigida,Lamiaceae,Salvia,frigida,Lamiids,perennial,Biotic,dry_dehiscent,1883.275749,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,Salvia pilifera,Lamiaceae,Salvia,pilifera,Lamiids,perennial,Biotic,dry_dehiscent,1883.275749,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,Salvia potentillifolia,Lamiaceae,Salvia,potentillifolia,Lamiids,perennial,Biotic,dry_dehiscent,1883.275749,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,Salvia rosmarinus,Lamiaceae,Salvia,rosmarinus,Lamiids,perennial,Biotic,dry_indehiscent,0.779890039,NoInfo,6,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1199,Salvia viridis,Lamiaceae,Salvia,viridis,Lamiids,annual,Biotic,dry_dehiscent,2.57,NoInfo,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1200,Samolus valerandi,Primulaceae,Samolus,valerandi,Asterids,perennial,Biotic,dry_dehiscent,0.026126948,PD,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,Sanguisorba minor,Rosaceae,Sanguisorba,minor,Fabids,perennial,Biotic,dry_indehiscent,5.779576659,PD,12,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,-0.005461245,0.216796231,-0.745770373,19.84860816,1.405781345,0.803099698,26.43468455,13.26253177,48.07203799,-8.374821664,56.44685965,13.17215278,NA,NA,NA,NA,NA,NA,NA,9,1,1,1
1202,Sanicula europaea,Apiaceae,Sanicula,europaea,Campanulids,perennial,Biotic,dry_indehiscent,2.992590972,M(P)D,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,Santolina chamaecyparissus,Asteraceae,Santolina,chamaecyparissus,Campanulids,perennial,Biotic,dry_indehiscent,0.285421053,NoInfo,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1204,Santolina etrusca,Asteraceae,Santolina,etrusca,Campanulids,perennial,Biotic,dry_indehiscent,0.296444211,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,Sapium contortum,Euphorbiaceae,Sapium,contortum,Fabids,woody,Biotic,fleshy,40.19010384,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,Saponaria caespitosa,Caryophyllaceae,Saponaria,caespitosa,Caryophyllales,perennial,Biotic,dry_dehiscent,1.433000867,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207,Saponaria kotschyi,Caryophyllaceae,Saponaria,kotschyi,Caryophyllales,perennial,Biotic,dry_dehiscent,1.433000867,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208,Sarcopoterium spinosum,Rosaceae,Sarcopoterium,spinosum,Fabids,perennial,Biotic,fleshy,6.7873375,PD,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,-0.013881976,0.474635246,-4.557214893,17.09537721,-0.500180608,0.377498226,19.51337228,14.67738215,30.36467391,3.826080519,26.53859339,4.835990127,1.382436351,1.201437863,4.003630925,4.046619168,0.651592804,2.238498085,7.944185409,7,1,1,1
1209,Satureja montana,Lamiaceae,Satureja,montana,Lamiids,perennial,Biotic,dry_dehiscent,0.4,PD,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,Satureja spinosa,Lamiaceae,Satureja,spinosa,Lamiids,perennial,Biotic,dry_dehiscent,0.413320988,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1211,Satureja thymbra,Lamiaceae,Satureja,thymbra,Lamiids,perennial,Biotic,dry_dehiscent,0.7,PD,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1212,Saxifraga conifera,Saxifragaceae,Saxifraga,conifera,Rosids,perennial,Biotic,dry_dehiscent,0.076439437,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,Saxifraga maderensis,Saxifragaceae,Saxifraga,maderensis,Rosids,perennial,Biotic,dry_dehiscent,0.076439437,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,Saxifraga pedemontana,Saxifragaceae,Saxifraga,pedemontana,Rosids,perennial,Biotic,dry_dehiscent,0.046,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,Scabiosa cinerea,Caprifoliaceae,Scabiosa,cinerea,Campanulids,perennial,Biotic,fleshy,2.263886696,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,Scabiosa columbaria,Caprifoliaceae,Scabiosa,columbaria,Campanulids,perennial,Biotic,dry_indehiscent,1.768354978,PD,2,0,1,1,1,1,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,Scabiosa taygetea,Caprifoliaceae,Scabiosa,taygetea,Campanulids,perennial,Biotic,fleshy,2.263886696,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,Scaevola tortuosa,Goodeniaceae,Scaevola,tortuosa,Campanulids,perennial,NoInfo,dry_indehiscent,18.84874773,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,Scaligeria napiformis,Apiaceae,Scaligeria,napiformis,Campanulids,perennial,Biotic,dry_indehiscent,0.961,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,Scandix pecten-veneris,Apiaceae,Scandix,pecten-veneris,Campanulids,annual,Biotic,dry_indehiscent,16.33948571,NoInfo,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.013594767,-0.295503432,1.715497577,10.8682786,0.109690763,0.527395228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.281514944,NA,NA,6,0,1,0
1221,Schoenus nigricans,Cyperaceae,Schoenus,nigricans,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,65.1591619,PD,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-0.014399797,0.60230405,-6.487662997,20.9136293,-0.189481189,0.452770924,23.43893425,18.38832434,34.74544787,7.081810727,27.66363714,5.050609911,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1222,Scilla litardierei,Asparagaceae,Scilla,litardierei,Monocots,perennial,Biotic,fleshy,7.394285185,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,Scilla nana,Asparagaceae,Scilla,nana,Monocots,perennial,Biotic,fleshy,7.394285185,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,Scirpoides holoschoenus,Cyperaceae,Scirpoides,holoschoenus,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,800.41122,NoInfo,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1225,Scleranthus annuus,Caryophyllaceae,Scleranthus,annuus,Caryophyllales,perennial,Biotic,dry_indehiscent,0.943722917,NoInfo,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,Scleranthus perennis,Caryophyllaceae,Scleranthus,perennis,Caryophyllales,perennial,Biotic,dry_indehiscent,1.351155556,NoInfo,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,Scolochloa festucacea,Poaceae,Scolochloa,festucacea,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,2.102390626,PD,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,Scolymus grandiflorus,Asteraceae,Scolymus,grandiflorus,Campanulids,perennial,Biotic,dry_indehiscent,2.805608333,NoInfo,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,Scorpiurus muricatus,Fabaceae,Scorpiurus,muricatus,Fabids,annual,Biotic,dry_dehiscent,11.20124,PY(PD),2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,-0.006760429,0.263815033,-1.64165268,19.51170929,0.93208844,0.717498792,24.53875412,14.48466445,43.45778305,-4.434364484,47.89214754,10.05408968,2.67735686,2.9621069,9.122649413,9.058743285,0.851562064,5.383679253,18.1015605,11,1,1,1
1230,Scorzonera lacera,Asteraceae,Scorzonera,lacera,Campanulids,perennial,Biotic,dry_indehiscent,3.373202681,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
